,0
165,"Nice movie which capable of keeping a person at one place for more than two hours .You don't want to miss any minute of movie because lot of things are happening in it.Best part is story and screenplay.It feels like 4 Stories are moving around one epicentre.Every story will give you defination of love in its own way. Pankaj Tripathi , Aditya Roy Kapoor, Sanya malhotra, Rajkumar rao are rocking on screen . I felt Abhishek bachhan , Fatima and one new couple are little weak in their performance.Abhishek has nice role and scenes still he unable to prove himself.The direction and most imp editing in such films is difficult but they nailed it.Its really fun watching movie .Do watch."
166,Deliberately insulting hindu gods and godessesdisgusting movie insulting indians and hindu religionmaking fun of indias top national reporter arnab goswamibollywood is full of corrupt drug addictsall funded by mafia in dubaivery bad movie
167,"Another hinduphobic movie , with the aim to disrespect Hindu gods in their stupid plays and story line. just like Laxmi bomb how they show Love Jihaad is good and shud be accepted"
168,"Ludo Is the multi starrer anurag basu directed Netflix original film.
If you are not a fan of musicals this film is not for you, however if u love multiple storylines coming together in the end then LUDO is for you.
The film has a very fast paced editing and you have to pay attention every single second in order to keep up with the storyline, also there are certain scenes that appear to be over edited where multiple storylines progress in the same frame.
The main quality of the fim that stand out is its writing. Also the starcast delivers an impeccable performance actingwise .
So overall if u are in for a fun rollercoaster this diwali, then LUDO is for you !!!"
169,Worst of Bollywood. Why waste so many resources on such a bad movie
170,A hinduphobic series working against the native indigenous people of colour
171,"Bakvas,waste of money ,making fun of hindu god,third rate gutter comedy i recommend dont watch this movie."
172,"Ludo review :Two strangers play a game of ludo even as one of them explains the meaning of 'paap' and 'punya' through six unrelated stories which merge together in the climax. Let me attempt to narrate the same through its characters :Pankaj Tripathi plays a bhai who kills a builder and is happy to find some other person jailed for his crime.Fatima Sana Shaikh's husband is that guy framed for the builder's murder and so she approaches her college friend Rajkummar Rao for help. Rajkummar, a Mithunda fan, still loves Fatima and can do anything for her...Abhishek Bachchan is a goon who has an axe to grind with Pankaj Tripathi who got him jailed for six years. He returns home to find his wife married to another guy and his little daughter living in a hostel. Bachchan attempts to reconcile with his daughter at any cost.A little school going girl elopes to seek attention from her ever busy parents. Coincidentally, she meets Abhishek and strikes a deal with him to feign her kidnapping.After their one night stand goes viral on internet, Aditya Roy Kapur and Sanya Malhotra keep searching for the seedy hotel which filmed their sex act.Rohit and Pearle accidentally stumble upon Pankaj's black money and run away with it. His goons are now on their trail..Anurag Basu's ambitiously mounted Ludo is one of the most muddled and confusing screenplays I have witnessed this year. The stories - per se - are actually simplistic and somewhat bland but the presentation is one hellavu convulted mess.Despite the solid ensemble cast, not one performance is worth a praise. Pankaj Tripathi is getting repetitive with his bhaigiri roles. Abhishek Bachchan gets no scope at all. Rajkummar Rao overacts as Mithun Chakraborty fan. Just to clarify, swinging hips wildly is not Mithunda and those who feel so should watch Mrigaya (1976), Agneepath (1990), Tahader Katha (1992) and Swami Vivekananda (1998) to understand his range of acting. Aditya Rao Kapur makes weird faces at the camera. The Dangal (2016) girls - Fatima and Sanya - are strictly okay. As for Pearle, she shouldve chosen a better Bollywood debut than this.Technically, Ludo scores well if we can discount that badly recreated Pankaj Tripathi den. Anurag Basu's cinematography is first rate. Pritam's music is another plus point.Finally, Ludo is yet another underwhelming film from Basu. Gangster (2006), Life in a Metro (2007) and Barfi (2012) are his best works till date. The director hasnt been able to match up to his own standard making highly indulgent cinema offlate.Regards,
Sumeet Nadkarni."
173,Deserves to be released in big screens ! Such a masterpiece it is. With such enormous cast and direction this is the best of 2020. A great appreciation for Anurag Basu for creating such a brilliant story. Liked the Concept of Story portrayed in the form Ludo. Do Watch it ! Dare to miss such masterpiece.
174,The movie horrible. Bollywood again copies from South India for idea. Such a shame. Pls stop making such idiotic movies.
175,Performances are superficial... Direction lacks depth.... Dialogues are misplaced... Movie sounds more like activism with agenda at viewers expense...Not done...
